user_id,job_id,interaction_score
user_5,job_75,2
user_5,job_39,1
user_6,job_7,1
user_6,job_16,3
user_6,job_32,3
user_6,job_51,2
user_6,job_94,2
user_6,job_72,1
user_6,job_44,2
user_6,job_73,2
user_6,job_17,1
user_6,job_74,3
user_6,job_25,1
user_6,job_36,4
user_6,job_85,4
user_6,job_54,4
user_6,job_23,5
user_6,job_4,3
user_6,job_1,4
user_6,job_61,2
user_6,job_79,2
user_7,job_45,2
user_7,job_55,1
user_7,job_97,3
user_7,job_37,1
user_7,job_52,1
user_7,job_82,5
user_7,job_99,5
user_7,job_107,2
user_7,job_103,1
user_7,job_12,2
user_7,job_106,1
user_7,job_39,2
user_7,job_50,2
user_7,job_1,3
user_7,job_26,1
user_7,job_9,1
user_7,job_81,1
user_7,job_84,1
user_7,job_32,1
user_7,job_102,1
user_7,job_46,1
user_7,job_48,3
user_7,job_13,2
user_7,job_19,3
user_8,job_98,3
user_8,job_7,1
user_8,job_83,2
user_8,job_28,1
user_8,job_59,1
user_8,job_101,5
user_8,job_86,1
user_8,job_12,5
user_8,job_71,1
user_8,job_27,1
user_8,job_107,1
user_8,job_100,1
user_8,job_2,1
user_8,job_25,5
user_8,job_85,4
user_8,job_37,4
user_8,job_10,1
user_8,job_62,1
user_8,job_6,4
user_8,job_11,1
user_9,job_39,1
user_9,job_105,1
user_9,job_70,1
user_9,job_24,1
user_9,job_33,1
user_9,job_67,1
user_9,job_9,3
user_9,job_26,1
user_9,job_27,1
user_9,job_78,1
user_9,job_7,2
user_9,job_34,2
user_9,job_23,1
user_9,job_87,1
user_9,job_94,2
user_9,job_45,1
user_9,job_43,1
user_9,job_21,5
user_10,job_14,1
user_10,job_41,2
user_10,job_61,2
user_10,job_12,4
user_10,job_45,4
user_10,job_101,1
user_10,job_39,2
user_10,job_54,5
user_10,job_57,2
user_10,job_9,5
user_10,job_8,1
user_10,job_30,1
user_10,job_24,1
user_10,job_94,2
user_10,job_4,4
user_10,job_16,3
user_10,job_40,2
user_10,job_90,2
user_10,job_38,3
user_10,job_51,1
user_10,job_44,1
user_10,job_83,1
user_10,job_64,1
user_10,job_65,2
user_11,job_25,2
user_11,job_30,3
user_11,job_55,1
user_11,job_13,2
user_11,job_72,1
user_11,job_41,5
user_11,job_89,1
user_11,job_17,2
user_11,job_37,1
user_11,job_80,1
user_11,job_54,1
user_11,job_64,3
user_11,job_22,2
user_11,job_62,1
user_11,job_79,2
user_11,job_40,1
user_11,job_47,3
user_11,job_76,1
user_11,job_82,3
user_12,job_26,1
user_12,job_98,1
user_12,job_77,2
user_12,job_47,3
user_12,job_73,2
user_12,job_93,1
user_12,job_49,5
user_12,job_88,5
user_12,job_105,2
user_12,job_42,2
user_12,job_61,3
user_12,job_32,1
user_12,job_102,3
user_12,job_63,1
user_12,job_20,2
user_12,job_69,5
user_12,job_1,2
user_12,job_35,2
user_12,job_82,1
user_12,job_75,5
user_12,job_28,1
user_12,job_45,1
user_12,job_3,3
user_12,job_108,2
user_12,job_85,1
user_13,job_73,1
user_13,job_61,1
user_13,job_75,1
user_13,job_12,3
user_13,job_62,1
user_13,job_11,1
user_13,job_74,4
user_13,job_10,2
user_13,job_71,1
user_13,job_28,2
user_13,job_21,1
user_13,job_69,1
user_13,job_78,2
user_13,job_5,2
user_13,job_26,2
user_13,job_19,2
user_13,job_102,1
user_13,job_9,2
user_14,job_25,2
user_14,job_15,1
user_14,job_93,4
user_14,job_103,2
user_14,job_41,2
user_14,job_65,1
user_14,job_54,1
user_14,job_39,1
user_14,job_37,3
user_14,job_74,1
user_14,job_99,1
user_14,job_89,1
user_14,job_75,1
user_14,job_61,1
user_14,job_105,1
user_14,job_91,2
user_14,job_106,2
user_14,job_52,1
user_14,job_55,1
user_15,job_61,1
user_15,job_48,2
user_15,job_38,4
user_15,job_104,4
user_15,job_1,3
user_15,job_49,1
user_15,job_102,1
user_15,job_3,1
user_15,job_19,4
user_15,job_55,2
user_15,job_91,5
user_15,job_4,4
user_15,job_81,2
user_15,job_47,2
user_15,job_22,1
user_15,job_69,1
user_15,job_66,1
user_15,job_29,3
user_15,job_21,2
user_15,job_75,2
user_15,job_9,4
user_15,job_2,1
user_15,job_6,4
user_15,job_108,1
user_15,job_107,1
user_16,job_84,1
user_16,job_67,2
user_16,job_56,1
user_16,job_72,3
user_16,job_19,2
user_16,job_86,2
user_16,job_42,1
user_16,job_77,1
user_16,job_82,1
user_16,job_64,1
user_16,job_50,4
user_16,job_27,2
user_16,job_53,1
user_16,job_97,1
user_16,job_47,1
user_16,job_104,1
user_16,job_70,4
user_16,job_87,2
user_17,job_82,1
user_17,job_104,1
user_17,job_94,1
user_17,job_75,1
user_17,job_56,1
user_17,job_86,1
user_17,job_52,5
user_17,job_99,1
user_17,job_66,1
user_17,job_7,1
user_17,job_20,5
user_17,job_91,3
user_17,job_18,1
user_17,job_49,2
user_17,job_77,1
user_17,job_108,1
user_17,job_51,1
user_17,job_101,1
user_17,job_62,1
user_17,job_13,1
user_17,job_21,2
user_17,job_103,5
user_17,job_55,5
user_17,job_76,3
user_18,job_104,1
user_18,job_82,1
user_18,job_19,2
user_18,job_53,5
user_18,job_72,2
user_18,job_33,2
user_18,job_83,1
user_18,job_28,1
user_18,job_73,3
user_18,job_40,1
user_18,job_87,1
user_18,job_85,1
user_18,job_63,1
user_18,job_76,1
user_18,job_10,2
user_18,job_55,1
user_18,job_22,2
user_18,job_99,1
user_19,job_52,1
user_19,job_82,1
user_19,job_9,3
user_19,job_64,2
user_19,job_67,5
user_19,job_62,2
user_19,job_38,1
user_19,job_100,1
user_19,job_104,2
user_19,job_11,2
user_19,job_105,3
user_19,job_49,1
user_19,job_95,1
user_19,job_40,2
user_19,job_21,1
user_19,job_75,2
user_19,job_19,2
user_19,job_48,1
user_19,job_39,2
user_19,job_46,4
user_19,job_50,1
user_19,job_106,2
user_19,job_88,1
user_19,job_55,2
user_20,job_60,3
user_20,job_91,4
user_20,job_107,1
user_20,job_61,1
user_20,job_106,2
user_20,job_25,1
user_20,job_16,3
user_20,job_38,2
user_20,job_4,4
user_20,job_102,1
user_20,job_79,1
user_20,job_8,1
user_20,job_51,1
user_20,job_9,3
user_20,job_59,1
user_20,job_108,2
user_20,job_53,2
user_20,job_11,2
user_20,job_86,1
user_20,job_35,1
user_20,job_13,1
user_20,job_21,1
user_20,job_99,1
user_20,job_104,2
user_20,job_67,5
user_21,job_18,1
user_21,job_11,4
user_21,job_86,5
user_21,job_67,1
user_21,job_68,5
user_21,job_94,1
user_21,job_60,4
user_21,job_2,1
user_21,job_37,4
user_21,job_75,2
user_21,job_64,1
user_21,job_82,1
user_21,job_4,4
user_21,job_38,4
user_21,job_73,1
user_21,job_55,2
user_21,job_28,2
user_21,job_24,2
user_21,job_62,5
user_21,job_48,1
user_21,job_34,3
user_21,job_81,3
user_21,job_84,1
user_22,job_57,1
user_22,job_9,3
user_22,job_87,1
user_22,job_55,1
user_22,job_91,1
user_22,job_39,1
user_22,job_71,1
user_22,job_49,4
user_22,job_18,1
user_22,job_31,1
user_22,job_53,5
user_22,job_8,1
user_22,job_78,2
user_22,job_103,1
user_22,job_46,2
user_22,job_101,5
user_22,job_10,1
user_22,job_37,3
user_22,job_17,1
user_23,job_100,2
user_23,job_25,4
user_23,job_79,3
user_23,job_65,1
user_23,job_63,2
user_23,job_47,2
user_23,job_84,3
user_23,job_32,2
user_23,job_4,1
user_23,job_75,4
user_23,job_20,1
user_23,job_28,1
user_23,job_74,1
user_23,job_45,1
user_23,job_30,2
user_23,job_16,1
user_23,job_23,1
user_23,job_26,2
user_23,job_55,2
user_23,job_6,1
user_24,job_43,1
user_24,job_23,1
user_24,job_7,5
user_24,job_3,2
user_24,job_100,3
user_24,job_93,1
user_24,job_40,1
user_24,job_62,4
user_24,job_6,2
user_24,job_16,1
user_24,job_70,1
user_24,job_101,1
user_24,job_68,2
user_24,job_90,1
user_24,job_12,1
user_24,job_29,4
user_24,job_73,3
user_24,job_4,2
user_24,job_35,2
user_24,job_82,5
user_24,job_72,1
user_24,job_5,5
user_24,job_97,4
user_24,job_58,1
user_24,job_81,1
user_25,job_21,5
user_25,job_105,2
user_25,job_14,2
user_25,job_24,1
user_25,job_108,1
user_25,job_17,1
user_25,job_18,2
user_25,job_60,3
user_25,job_51,2
user_25,job_68,1
user_25,job_102,5
user_25,job_8,1
user_25,job_36,1
user_25,job_91,3
user_25,job_98,2
user_25,job_57,2
user_25,job_73,2
user_25,job_15,3
user_25,job_48,2
user_26,job_4,3
user_26,job_70,4
user_26,job_25,1
user_26,job_11,1
user_26,job_35,1
user_26,job_63,3
user_26,job_87,5
user_26,job_45,1
user_26,job_46,2
user_26,job_31,3
user_26,job_58,3
user_26,job_75,1
user_26,job_7,1
user_26,job_85,2
user_26,job_84,2
user_26,job_93,2
user_26,job_68,2
user_26,job_56,1
user_26,job_83,1
user_26,job_82,2
user_26,job_101,1
user_26,job_21,1
user_26,job_79,1
user_26,job_103,4
user_27,job_18,1
user_27,job_54,2
user_27,job_7,1
user_27,job_15,1
user_27,job_92,1
user_27,job_55,3
user_27,job_94,1
user_27,job_101,1
user_27,job_106,3
user_27,job_6,3
user_27,job_67,1
user_27,job_25,1
user_27,job_39,4
user_27,job_45,1
user_27,job_12,2
user_27,job_48,2
user_27,job_78,2
user_27,job_93,2
user_27,job_26,2
user_27,job_19,1
user_27,job_40,3
user_28,job_28,1
user_28,job_82,2
user_28,job_71,1
user_28,job_56,1
user_28,job_87,5
user_28,job_15,1
user_28,job_24,1
user_28,job_77,1
user_28,job_84,1
user_28,job_60,2
user_28,job_94,1
user_28,job_53,1
user_28,job_17,1
user_28,job_75,1
user_28,job_26,2
user_28,job_69,1
user_28,job_93,2
user_28,job_107,1
user_29,job_35,1
user_29,job_26,1
user_29,job_76,3
user_29,job_66,1
user_29,job_28,1
user_29,job_23,1
user_29,job_88,1
user_29,job_98,4
user_29,job_9,3
user_29,job_74,5
user_29,job_8,1
user_29,job_97,1
user_29,job_17,1
user_29,job_105,4
user_29,job_92,1
user_29,job_49,1
user_29,job_16,4
user_29,job_107,2
user_29,job_102,1
user_30,job_103,1
user_30,job_107,2
user_30,job_55,2
user_30,job_100,5
user_30,job_24,2
user_30,job_48,1
user_30,job_6,3
user_30,job_11,5
user_30,job_63,3
user_30,job_76,3
user_30,job_75,2
user_30,job_92,1
user_30,job_108,1
user_30,job_64,3
user_30,job_2,3
user_30,job_81,1
user_30,job_5,2
user_30,job_99,2
user_31,job_38,4
user_31,job_39,1
user_31,job_43,1
user_31,job_84,1
user_31,job_3,1
user_31,job_91,3
user_31,job_18,1
user_31,job_1,4
user_31,job_75,1
user_31,job_54,4
user_31,job_103,3
user_31,job_57,1
user_31,job_73,1
user_31,job_98,2
user_31,job_58,1
user_31,job_85,3
user_31,job_28,1
user_31,job_2,1
user_31,job_56,2
user_31,job_72,1
user_31,job_104,4
user_32,job_62,1
user_32,job_81,1
user_32,job_47,3
user_32,job_61,3
user_32,job_106,1
user_32,job_79,3
user_32,job_30,1
user_32,job_34,1
user_32,job_11,1
user_32,job_100,1
user_32,job_24,1
user_32,job_56,2
user_32,job_7,1
user_32,job_38,1
user_32,job_108,1
user_32,job_58,2
user_32,job_90,1
user_32,job_82,1
user_32,job_107,3
user_32,job_12,2
user_32,job_57,1
user_32,job_98,1
user_32,job_86,2
user_32,job_2,2
user_33,job_18,2
user_33,job_95,1
user_33,job_7,1
user_33,job_16,4
user_33,job_93,5
user_33,job_104,1
user_33,job_98,3
user_33,job_86,1
user_33,job_24,2
user_33,job_43,1
user_33,job_9,4
user_33,job_30,1
user_33,job_17,1
user_33,job_6,4
user_33,job_52,1
user_33,job_77,1
user_33,job_94,1
user_33,job_10,1
user_33,job_26,1
user_34,job_41,1
user_34,job_8,1
user_34,job_94,1
user_34,job_95,5
user_34,job_84,1
user_34,job_90,1
user_34,job_45,5
user_34,job_9,3
user_34,job_108,2
user_34,job_2,2
user_34,job_91,3
user_34,job_32,4
user_34,job_83,4
user_34,job_77,1
user_34,job_35,1
user_34,job_23,4
user_34,job_80,4
user_34,job_22,2
user_34,job_70,2
user_34,job_105,1
user_34,job_57,5
user_34,job_106,2
user_34,job_52,1
user_34,job_47,1
user_35,job_82,2
user_35,job_39,1
user_35,job_76,2
user_35,job_54,1
user_35,job_66,2
user_35,job_14,1
user_35,job_55,1
user_35,job_23,1
user_35,job_56,3
user_35,job_59,1
user_35,job_83,1
user_35,job_41,1
user_35,job_12,2
user_35,job_67,1
user_35,job_28,2
user_35,job_77,1
user_35,job_4,1
user_35,job_26,1
user_35,job_100,1
user_35,job_35,3
user_35,job_84,3
user_35,job_6,1
user_36,job_79,2
user_36,job_72,1
user_36,job_77,1
user_36,job_31,2
user_36,job_63,3
user_36,job_91,3
user_36,job_39,2
user_36,job_76,3
user_36,job_94,5
user_36,job_89,1
user_36,job_60,4
user_36,job_7,1
user_36,job_42,1
user_36,job_67,5
user_36,job_52,2
user_36,job_32,3
user_36,job_68,1
user_36,job_59,1
user_36,job_51,2
user_36,job_9,2
user_36,job_6,3
user_36,job_62,2
user_36,job_44,3
user_36,job_93,3
user_37,job_77,2
user_37,job_36,5
user_37,job_80,5
user_37,job_31,2
user_37,job_23,1
user_37,job_60,5
user_37,job_5,1
user_37,job_100,1
user_37,job_90,3
user_37,job_71,2
user_37,job_83,1
user_37,job_38,1
user_37,job_108,1
user_37,job_7,1
user_37,job_9,5
user_37,job_63,5
user_37,job_46,5
user_37,job_95,1
user_37,job_53,1
user_37,job_30,1
user_37,job_107,2
user_37,job_28,1
user_37,job_25,1
user_38,job_79,1
user_38,job_5,1
user_38,job_47,1
user_38,job_40,4
user_38,job_70,4
user_38,job_86,1
user_38,job_7,1
user_38,job_71,2
user_38,job_85,3
user_38,job_50,1
user_38,job_15,1
user_38,job_62,1
user_38,job_16,2
user_38,job_21,2
user_38,job_11,2
user_38,job_49,2
user_38,job_77,1
user_38,job_35,1
user_38,job_99,2
user_38,job_4,3
user_38,job_28,1
user_38,job_52,4
user_38,job_1,2
user_38,job_43,1
user_39,job_8,1
user_39,job_2,2
user_39,job_63,2
user_39,job_108,1
user_39,job_36,4
user_39,job_1,4
user_39,job_96,1
user_39,job_53,1
user_39,job_61,1
user_39,job_64,3
user_39,job_51,2
user_39,job_32,3
user_39,job_87,2
user_39,job_43,4
user_39,job_66,1
user_39,job_4,3
user_39,job_18,1
user_39,job_13,1
user_39,job_56,1
user_39,job_78,5
user_39,job_89,5
user_39,job_30,2
user_39,job_99,2
user_39,job_14,1
user_40,job_102,4
user_40,job_98,1
user_40,job_39,1
user_40,job_80,3
user_40,job_64,1
user_40,job_40,1
user_40,job_30,1
user_40,job_68,2
user_40,job_95,1
user_40,job_53,4
user_40,job_51,1
user_40,job_83,2
user_40,job_3,1
user_40,job_87,2
user_40,job_76,2
user_40,job_25,4
user_40,job_106,1
user_40,job_52,1
user_40,job_97,1
user_40,job_78,1
user_40,job_107,2
user_40,job_23,1
user_40,job_60,2
user_40,job_91,2
user_40,job_57,1
user_41,job_82,3
user_41,job_5,3
user_41,job_76,1
user_41,job_53,4
user_41,job_58,2
user_41,job_42,1
user_41,job_84,5
user_41,job_49,3
user_41,job_21,1
user_41,job_57,1
user_41,job_106,1
user_41,job_65,2
user_41,job_14,1
user_41,job_60,1
user_41,job_54,1
user_41,job_52,1
user_41,job_73,5
user_41,job_18,1
user_41,job_9,1
user_41,job_15,2
user_41,job_7,3
user_41,job_96,1
user_41,job_41,2
user_42,job_21,1
user_42,job_96,1
user_42,job_82,2
user_42,job_90,5
user_42,job_7,2
user_42,job_80,3
user_42,job_55,5
user_42,job_85,3
user_42,job_45,1
user_42,job_17,2
user_42,job_43,1
user_42,job_34,1
user_42,job_88,1
user_42,job_60,2
user_42,job_47,1
user_42,job_99,1
user_42,job_62,1
user_42,job_1,2
user_42,job_23,2
user_42,job_12,3
user_42,job_3,1
user_42,job_78,1
user_42,job_13,1
user_42,job_63,3
user_42,job_35,1
user_43,job_103,2
user_43,job_58,1
user_43,job_33,1
user_43,job_66,1
user_43,job_70,2
user_43,job_90,3
user_43,job_104,4
user_43,job_2,2
user_43,job_91,4
user_43,job_105,2
user_43,job_82,2
user_43,job_102,1
user_43,job_60,3
user_43,job_42,4
user_43,job_45,4
user_43,job_15,1
user_43,job_52,2
user_43,job_87,1
user_43,job_34,5
user_43,job_8,2
user_43,job_11,4
user_43,job_31,2
user_44,job_72,1
user_44,job_7,1
user_44,job_11,2
user_44,job_66,1
user_44,job_95,1
user_44,job_73,1
user_44,job_25,1
user_44,job_65,1
user_44,job_54,2
user_44,job_33,1
user_44,job_26,1
user_44,job_49,1
user_44,job_82,2
user_44,job_64,2
user_44,job_106,1
user_44,job_35,1
user_44,job_28,5
user_44,job_15,1
user_44,job_71,2
user_44,job_103,1
user_44,job_60,3
user_44,job_108,1
user_44,job_77,1
user_45,job_78,1
user_45,job_58,2
user_45,job_48,1
user_45,job_45,1
user_45,job_32,1
user_45,job_21,2
user_45,job_101,5
user_45,job_100,1
user_45,job_66,2
user_45,job_56,2
user_45,job_84,3
user_45,job_40,1
user_45,job_91,1
user_45,job_25,5
user_45,job_15,5
user_45,job_31,1
user_45,job_97,1
user_45,job_105,1
user_45,job_54,1
user_45,job_12,1
user_46,job_1,3
user_46,job_77,3
user_46,job_22,1
user_46,job_107,3
user_46,job_24,5
user_46,job_16,1
user_46,job_101,2
user_46,job_28,1
user_46,job_99,5
user_46,job_75,1
user_46,job_66,3
user_46,job_47,3
user_46,job_10,4
user_46,job_5,5
user_46,job_32,1
user_46,job_85,1
user_46,job_102,1
user_46,job_13,1
user_46,job_60,2
user_46,job_69,1
user_46,job_30,5
user_47,job_96,1
user_47,job_67,1
user_47,job_5,5
user_47,job_91,2
user_47,job_77,4
user_47,job_36,2
user_47,job_14,1
user_47,job_62,3
user_47,job_19,4
user_47,job_78,3
user_47,job_52,1
user_47,job_98,1
user_47,job_94,2
user_47,job_37,2
user_47,job_75,1
user_47,job_81,2
user_47,job_101,2
user_47,job_4,1
user_47,job_41,3
user_47,job_57,2
user_48,job_73,1
user_48,job_36,3
user_48,job_25,1
user_48,job_70,5
user_48,job_56,2
user_48,job_48,2
user_48,job_8,1
user_48,job_47,2
user_48,job_17,2
user_48,job_89,1
user_48,job_63,4
user_48,job_29,1
user_48,job_60,3
user_48,job_13,1
user_48,job_66,1
user_48,job_92,1
user_48,job_58,4
user_48,job_75,1
user_48,job_18,2
user_48,job_39,3
user_48,job_4,3
user_49,job_65,1
user_49,job_5,2
user_49,job_94,1
user_49,job_61,1
user_49,job_33,2
user_49,job_80,4
user_49,job_12,4
user_49,job_58,2
user_49,job_86,2
user_49,job_37,3
user_49,job_20,2
user_49,job_108,1
user_49,job_77,2
user_49,job_9,5
user_49,job_17,2
user_49,job_52,1
user_49,job_28,2
user_49,job_2,1
user_49,job_27,1
user_49,job_99,1
user_49,job_18,2
user_49,job_15,5
user_49,job_43,2
user_49,job_39,3
user_50,job_71,1
user_50,job_16,4
user_50,job_32,3
user_50,job_19,1
user_50,job_30,1
user_50,job_95,1
user_50,job_20,5
user_50,job_57,1
user_50,job_85,2
user_50,job_107,1
user_50,job_7,2
user_50,job_103,5
user_50,job_80,3
user_50,job_4,3
user_50,job_76,3
user_50,job_18,2
user_50,job_56,2
user_50,job_10,1
user_51,job_51,1
user_51,job_80,5
user_51,job_35,2
user_51,job_57,1
user_51,job_103,1
user_51,job_33,1
user_51,job_38,2
user_51,job_48,1
user_51,job_9,5
user_51,job_96,5
user_51,job_93,4
user_51,job_20,1
user_51,job_82,1
user_51,job_104,1
user_51,job_22,1
user_51,job_52,1
user_51,job_99,2
user_51,job_36,4
user_51,job_1,1
user_51,job_63,5
user_51,job_69,5
user_51,job_72,4
user_51,job_4,5
user_51,job_70,3
user_52,job_70,1
user_52,job_19,2
user_52,job_18,5
user_52,job_73,2
user_52,job_10,2
user_52,job_77,5
user_52,job_23,1
user_52,job_27,2
user_52,job_37,1
user_52,job_58,1
user_52,job_33,4
user_52,job_83,2
user_52,job_74,1
user_52,job_26,1
user_52,job_46,2
user_52,job_102,2
user_52,job_50,2
user_52,job_22,2
user_52,job_94,1
user_53,job_37,1
user_53,job_83,1
user_53,job_87,1
user_53,job_71,1
user_53,job_49,1
user_53,job_38,2
user_53,job_13,1
user_53,job_80,1
user_53,job_108,5
user_53,job_7,3
user_53,job_66,4
user_53,job_55,2
user_53,job_31,1
user_53,job_25,1
user_53,job_77,5
user_53,job_74,2
user_53,job_21,1
user_53,job_64,3
user_53,job_15,1
user_53,job_35,1
user_53,job_53,2
user_53,job_26,2
user_53,job_63,1
user_53,job_94,2
user_53,job_102,2
user_54,job_99,4
user_54,job_9,2
user_54,job_36,1
user_54,job_66,2
user_54,job_22,1
user_54,job_16,2
user_54,job_85,1
user_54,job_25,4
user_54,job_79,2
user_54,job_55,1
user_54,job_61,5
user_54,job_47,5
user_54,job_106,1
user_54,job_4,2
user_54,job_53,3
user_54,job_3,5
user_54,job_88,4
user_54,job_21,1
user_54,job_14,1
user_54,job_67,1
user_54,job_108,2
user_54,job_37,2
user_54,job_81,1
user_54,job_8,5
user_55,job_61,1
user_55,job_24,2
user_55,job_44,2
user_55,job_35,1
user_55,job_27,2
user_55,job_74,1
user_55,job_46,4
user_55,job_63,3
user_55,job_9,3
user_55,job_85,4
user_55,job_96,1
user_55,job_47,2
user_55,job_45,5
user_55,job_21,1
user_55,job_40,1
user_55,job_80,4
user_55,job_84,1
user_55,job_10,5
user_55,job_100,5
user_56,job_50,4
user_56,job_43,1
user_56,job_98,2
user_56,job_77,2
user_56,job_35,3
user_56,job_54,2
user_56,job_106,1
user_56,job_22,2
user_56,job_26,1
user_56,job_66,1
user_56,job_79,2
user_56,job_52,1
user_56,job_84,4
user_56,job_95,1
user_56,job_68,1
user_56,job_34,1
user_56,job_108,2
user_56,job_11,1
user_56,job_53,5
user_56,job_28,1
user_56,job_5,2
user_57,job_52,2
user_57,job_99,1
user_57,job_5,1
user_57,job_88,1
user_57,job_49,1
user_57,job_73,1
user_57,job_18,2
user_57,job_46,5
user_57,job_29,1
user_57,job_25,2
user_57,job_101,1
user_57,job_83,1
user_57,job_108,1
user_57,job_45,1
user_57,job_72,4
user_57,job_71,1
user_57,job_17,2
user_57,job_58,3
user_57,job_4,5
user_58,job_83,1
user_58,job_62,1
user_58,job_77,2
user_58,job_38,2
user_58,job_96,1
user_58,job_98,2
user_58,job_91,1
user_58,job_49,4
user_58,job_45,2
user_58,job_93,2
user_58,job_108,3
user_58,job_85,2
user_58,job_21,1
user_58,job_14,1
user_58,job_55,1
user_58,job_63,2
user_58,job_89,1
user_58,job_30,4
user_59,job_17,1
user_59,job_106,3
user_59,job_87,5
user_59,job_70,3
user_59,job_104,1
user_59,job_38,1
user_59,job_2,1
user_59,job_58,2
user_59,job_88,1
user_59,job_51,1
user_59,job_105,5
user_59,job_81,3
user_59,job_19,1
user_59,job_100,1
user_59,job_54,1
user_59,job_91,2
user_59,job_93,2
user_59,job_18,1
user_59,job_69,1
user_59,job_6,2
user_59,job_96,2
user_59,job_73,2
user_59,job_98,2
user_59,job_86,1
user_60,job_54,1
user_60,job_52,1
user_60,job_99,2
user_60,job_92,1
user_60,job_13,4
user_60,job_30,1
user_60,job_100,2
user_60,job_66,1
user_60,job_51,1
user_60,job_24,1
user_60,job_60,4
user_60,job_21,1
user_60,job_80,4
user_60,job_20,1
user_60,job_81,1
user_60,job_45,1
user_60,job_15,5
user_60,job_12,4
user_60,job_16,4
user_60,job_91,5
user_60,job_85,4
user_60,job_47,1
user_61,job_82,1
user_61,job_17,3
user_61,job_6,2
user_61,job_59,1
user_61,job_104,2
user_61,job_39,1
user_61,job_80,1
user_61,job_32,2
user_61,job_87,2
user_61,job_81,2
user_61,job_24,2
user_61,job_10,1
user_61,job_85,2
user_61,job_21,1
user_61,job_46,2
user_61,job_58,1
user_61,job_8,4
user_61,job_70,1
user_62,job_74,5
user_62,job_23,1
user_62,job_40,5
user_62,job_59,1
user_62,job_3,1
user_62,job_89,1
user_62,job_76,3
user_62,job_25,2
user_62,job_97,1
user_62,job_91,4
user_62,job_57,1
user_62,job_85,3
user_62,job_24,2
user_62,job_44,2
user_62,job_101,1
user_62,job_28,1
user_62,job_67,2
user_62,job_51,1
user_62,job_4,4
user_62,job_1,2
user_62,job_95,1
user_62,job_63,3
user_62,job_99,1
user_62,job_77,1
user_62,job_49,1
user_63,job_94,1
user_63,job_68,4
user_63,job_103,2
user_63,job_11,5
user_63,job_3,2
user_63,job_38,5
user_63,job_24,2
user_63,job_98,1
user_63,job_80,4
user_63,job_44,1
user_63,job_45,5
user_63,job_23,4
user_63,job_33,1
user_63,job_10,5
user_63,job_16,3
user_63,job_76,4
user_63,job_6,4
user_63,job_81,1
user_64,job_6,3
user_64,job_5,1
user_64,job_7,2
user_64,job_80,3
user_64,job_99,1
user_64,job_29,1
user_64,job_98,5
user_64,job_101,1
user_64,job_78,2
user_64,job_75,2
user_64,job_30,1
user_64,job_100,1
user_64,job_2,2
user_64,job_59,1
user_64,job_1,2
user_64,job_93,3
user_64,job_79,1
user_64,job_63,4
user_64,job_26,1
user_64,job_95,1
user_64,job_64,1
user_64,job_45,1
user_65,job_90,1
user_65,job_23,1
user_65,job_34,2
user_65,job_19,1
user_65,job_84,5
user_65,job_59,1
user_65,job_32,2
user_65,job_108,2
user_65,job_95,2
user_65,job_65,1
user_65,job_94,1
user_65,job_53,2
user_65,job_45,1
user_65,job_28,1
user_65,job_15,1
user_65,job_79,2
user_65,job_8,5
